62	72	0.00735813002246225
72	58	0.09946363144079592
72	100	0.014264497765126033
100	31	0.08054502277668496
100	32	0.06481163940366497
62	65	0.007536245066256416
65	76	0.012078645893574418
76	108	0.03857651338709907
108	17	0.03525367973425723
108	18	0.031368123765069776
76	77	0.002389166289886155
77	41	0.06484544838742323
77	82	0.007496408947704591
82	45	0.07042584709270652
82	87	0.007636064078222177
87	15	0.07263424979293923
87	48	0.10367799785174445
65	66	0.0033672122262207553
66	12	0.09776246185097369
66	67	0.005365203816348418
67	78	0.012047371879293544
78	83	0.012072531384759567
83	119	0.18858074345525094
119	3	0.13224868891260966
119	120	0.02151981714391793
120	1	0.1155872892761822
120	2	0.1246549718274517
83	91	0.013850279424964446
91	107	0.025745017734970843
107	5	0.08910931373983265
107	109	0.005103337673357147
109	27	0.06864677966576936
109	40	0.09420651777703005
91	102	0.0042326908787572795
102	105	0.006568034377769761
105	115	0.030284310764101274
115	10	0.0614095757938288
115	57	0.05433739594237583
105	110	0.017747317768873148
110	50	0.0824905753014531
110	117	0.025517500068668042
117	9	0.0812659224187656
117	59	0.07620379494328014
102	104	0.004619717977546552
104	13	0.08027246549187766
104	51	0.08258083195092175
78	79	0.003887751240051142
79	85	0.010689063547829487
85	56	0.07812361034805759
85	86	0.003750903342218323
86	90	0.010072631014468375
90	11	0.07220607132083351
90	92	0.005729662191952464
92	4	0.07086037221052403
92	93	0.0013553074664611892
93	97	0.004848803678078745
97	7	0.07728323145655751
97	8	0.07278406329445193
93	94	0.004151869269431313
94	52	0.06054010410294056
94	118	0.04544912873689796
118	16	0.0476464546291705
118	33	0.03378019409222921
86	88	0.005613486288694484
88	96	0.01470568477082396
96	20	0.08460572486060376
96	54	0.05065672466833297
88	95	0.013284725727157196
95	21	0.0515193738371863
95	111	0.02544899762983928
111	28	0.03803793741588156
111	113	0.010918993943472413
113	23	0.021978368619939972
113	114	0.0005653729682161684
114	25	0.022691345641077717
114	29	0.020377295004951838
79	84	0.011648324995239117
84	39	0.12042886003057521
84	89	0.014160641988267303
89	26	0.08221338144106904
89	49	0.07592928343107097
67	68	0.003872104266557307
68	80	0.01170759562276185
80	99	0.010787134831895966
99	22	0.0893299080895374
99	112	0.03129593309485017
112	35	0.048674887182329166
112	116	0.013572757501385521
116	30	0.03437232350422126
116	60	0.026192952404257897
80	81	0.0033868220994634143
81	24	0.08674605563383243
81	98	0.01655138716562922
98	55	0.04315702184351248
98	101	0.006977567658506399
101	14	0.060210401244952874
101	44	0.0467882528600269
68	71	0.0038911173651251033
71	36	0.10418571379752692
71	103	0.02485197126303837
103	37	0.045963216208421434
103	106	0.011237322149586601
106	34	0.041981643487363565
106	46	0.038772057723941974
62	63	0.0009590806101084058
63	73	0.009648611856822517
73	38	0.05966478144978132
73	47	0.06483050791764805
63	64	0.0037682791256808228
64	74	0.013825770395654599
74	43	0.07019516893247231
74	75	0.0028196359127497933
75	53	0.09547367693712744
75	61	0.057285407854258785
64	69	0.011493879671640174
69	6	0.06892828344496552
69	70	0.002404152625021
70	19	0.09131794024319576
70	42	0.09576146756299539
